domain_code,domain,area_code_fao,area,item_code_fao,item,year_code,year,flag,flag_description,area_harvested,production
QCL,Crops and livestock products,9,Argentina,56,Maize,1961,1961,NA,Official data,2744400,4850000
QCL,Crops and livestock products,9,Argentina,56,Maize,1962,1962,NA,Official data,2756670,5220000
QCL,Crops and livestock products,9,Argentina,56,Maize,1963,1963,NA,Official data,2645400,4360000
QCL,Crops and livestock products,9,Argentina,56,Maize,1964,1964,NA,Official data,2970500,5350000
QCL,Crops and livestock products,9,Argentina,56,Maize,1965,1965,NA,Official data,3062300,5140000
QCL,Crops and livestock products,9,Argentina,56,Maize,1966,1966,NA,Official data,3274500,7040000
QCL,Crops and livestock products,9,Argentina,56,Maize,1967,1967,NA,Official data,3450500,8510000
QCL,Crops and livestock products,9,Argentina,56,Maize,1968,1968,NA,Official data,3377700,6560000
QCL,Crops and livestock products,9,Argentina,56,Maize,1969,1969,NA,Official data,3556000,6860000
QCL,Crops and livestock products,9,Argentina,56,Maize,1970,1970,NA,Official data,4017330,9360000
QCL,Crops and livestock products,9,Argentina,56,Maize,1971,1971,NA,Official data,4066000,9930000
QCL,Crops and livestock products,9,Argentina,56,Maize,1972,1972,NA,Official data,3147200,5860000
QCL,Crops and livestock products,9,Argentina,56,Maize,1973,1973,NA,Official data,3565400,9700000
QCL,Crops and livestock products,9,Argentina,56,Maize,1974,1974,NA,Official data,3486000,9900000
QCL,Crops and livestock products,9,Argentina,56,Maize,1975,1975,NA,Official data,3070000,7700000
QCL,Crops and livestock products,9,Argentina,56,Maize,1976,1976,NA,Official data,2765900,5855000
QCL,Crops and livestock products,9,Argentina,56,Maize,1977,1977,NA,Official data,2532000,8300000
QCL,Crops and livestock products,9,Argentina,56,Maize,1978,1978,NA,Official data,2660000,9700000
QCL,Crops and livestock products,9,Argentina,56,Maize,1979,1979,NA,Official data,2800000,8700000
QCL,Crops and livestock products,9,Argentina,56,Maize,1980,1980,NA,Official data,2490000,6400000
QCL,Crops and livestock products,9,Argentina,56,Maize,1981,1981,NA,Official data,3394000,12900000
QCL,Crops and livestock products,9,Argentina,56,Maize,1982,1982,NA,Official data,3170000,9600000
QCL,Crops and livestock products,9,Argentina,56,Maize,1983,1983,NA,Official data,2970000,9000000
QCL,Crops and livestock products,9,Argentina,56,Maize,1984,1984,NA,Official data,3024800,9500000
QCL,Crops and livestock products,9,Argentina,56,Maize,1985,1985,NA,Official data,3340000,11900000
QCL,Crops and livestock products,9,Argentina,56,Maize,1986,1986,NA,Official data,3231000,12100000
QCL,Crops and livestock products,9,Argentina,56,Maize,1987,1987,NA,Official data,2900000,9250000
QCL,Crops and livestock products,9,Argentina,56,Maize,1988,1988,NA,Official data,2437500,9200000
QCL,Crops and livestock products,9,Argentina,56,Maize,1989,1989,NA,Official data,1683700,4900000
QCL,Crops and livestock products,9,Argentina,56,Maize,1990,1990,NA,Official data,1560330,5400000
QCL,Crops and livestock products,9,Argentina,56,Maize,1991,1991,NA,Official data,1900100,7684800
QCL,Crops and livestock products,9,Argentina,56,Maize,1992,1992,NA,Official data,2365440,10700500
QCL,Crops and livestock products,9,Argentina,56,Maize,1993,1993,NA,Official data,2503010,10901000
QCL,Crops and livestock products,9,Argentina,56,Maize,1994,1994,NA,Official data,2445040,10360000
QCL,Crops and livestock products,9,Argentina,56,Maize,1995,1995,NA,Official data,2521750,11404041
QCL,Crops and livestock products,9,Argentina,56,Maize,1996,1996,NA,Official data,2603720,10518290
QCL,Crops and livestock products,9,Argentina,56,Maize,1997,1997,NA,Official data,3410385,15536820
QCL,Crops and livestock products,9,Argentina,56,Maize,1998,1998,NA,Official data,3185390,19360656
QCL,Crops and livestock products,9,Argentina,56,Maize,1999,1999,NA,Official data,2514650,13504100
QCL,Crops and livestock products,9,Argentina,56,Maize,2000,2000,NA,Official data,3088715,16780650
QCL,Crops and livestock products,9,Argentina,56,Maize,2001,2001,NA,Official data,2815504,15359397
QCL,Crops and livestock products,9,Argentina,56,Maize,2002,2002,NA,Official data,2420124,14712079
QCL,Crops and livestock products,9,Argentina,56,Maize,2003,2003,NA,Official data,2322857,15044529
QCL,Crops and livestock products,9,Argentina,56,Maize,2004,2004,NA,Official data,2338602,14950825
QCL,Crops and livestock products,9,Argentina,56,Maize,2005,2005,NA,Official data,2783436,20482572
QCL,Crops and livestock products,9,Argentina,56,Maize,2006,2006,NA,Official data,2447166,14445538
QCL,Crops and livestock products,9,Argentina,56,Maize,2007,2007,NA,Official data,2838072,21755364
QCL,Crops and livestock products,9,Argentina,56,Maize,2008,2008,NA,Official data,3412155,22016926
QCL,Crops and livestock products,9,Argentina,56,Maize,2009,2009,NA,Official data,2353175,13121380
QCL,Crops and livestock products,9,Argentina,56,Maize,2010,2010,NA,Official data,2904035,22663095
QCL,Crops and livestock products,9,Argentina,56,Maize,2011,2011,NA,Official data,3747838,23799830
QCL,Crops and livestock products,9,Argentina,56,Maize,2012,2012,NA,Official data,3696300,21196637
QCL,Crops and livestock products,9,Argentina,56,Maize,2013,2013,NA,Official data,4863801,32119211
QCL,Crops and livestock products,9,Argentina,56,Maize,2014,2014,NA,Official data,4836655,33087165
QCL,Crops and livestock products,9,Argentina,56,Maize,2015,2015,NA,Official data,4626880,33817744
QCL,Crops and livestock products,9,Argentina,56,Maize,2016,2016,NA,Official data,5346593,39792854
QCL,Crops and livestock products,9,Argentina,56,Maize,2017,2017,NA,Official data,6530673,49475895
QCL,Crops and livestock products,9,Argentina,56,Maize,2018,2018,NA,Official data,7138620,43462323
QCL,Crops and livestock products,9,Argentina,56,Maize,2019,2019,NA,Official data,7232761,56860704
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1961,1961,NA,Official data,46000,149000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1962,1962,NA,Official data,53060,182300
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1963,1963,NA,Official data,52300,178200
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1964,1964,NA,Official data,54020,190000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1965,1965,NA,Official data,67880,267600
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1966,1966,NA,Official data,46795,165300
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1967,1967,NA,Official data,61830,217000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1968,1968,NA,Official data,70800,282900
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1969,1969,NA,Official data,87500,345000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1970,1970,NA,Official data,101900,407000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1971,1971,NA,Official data,77200,288000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1972,1972,NA,Official data,83100,294000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1973,1973,NA,Official data,76550,260000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1974,1974,NA,Official data,82700,316000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1975,1975,NA,Official data,92500,351000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1976,1976,NA,Official data,87270,309000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1977,1977,NA,Official data,90600,320000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1978,1978,NA,Official data,95000,310000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1979,1979,NA,Official data,102400,312000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1980,1980,NA,Official data,82200,266000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1981,1981,NA,Official data,81800,286300
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1982,1982,NA,Official data,113600,437200
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1983,1983,NA,Official data,92100,337100
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1984,1984,NA,Official data,128385,480400
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1985,1985,NA,Official data,108750,400000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1986,1986,NA,Official data,112900,438600
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1987,1987,NA,Official data,94680,371000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1988,1988,NA,Official data,91700,383400
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1989,1989,NA,Official data,104900,490000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1990,1990,NA,Official data,116620,428100
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1991,1991,NA,Official data,86265,347600
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1992,1992,NA,Official data,140700,732700
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1993,1993,NA,Official data,139650,608300
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1994,1994,NA,Official data,141340,607600
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1995,1995,NA,Official data,184115,926200
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1996,1996,NA,Official data,193215,986000
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1997,1997,NA,Official data,224408,1205140
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1998,1998,NA,Official data,211705,1011135
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",1999,1999,NA,Official data,289200,1658200
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2000,2000,NA,Official data,189050,903630
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2001,2001,NA,Official data,151870,873183
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2002,2002,NA,Official data,124010,709295
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2003,2003,NA,Official data,132890,717630
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2004,2004,NA,Official data,169178,1060083
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2005,2005,NA,Official data,158938,956253
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2006,2006,NA,Official data,169025,1193492
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2007,2007,NA,Official data,164635,1080070
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2008,2008,NA,Official data,182460,1245800
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2009,2009,NA,Official data,193800,1334155
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2010,2010,NA,Official data,215670,1243259
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2011,2011,NA,Official data,257445,1748075
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2012,2012,NA,Official data,235372,1567971
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2013,2013,NA,Official data,232700,1563450
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2014,2014,NA,Official data,243200,1581810
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2015,2015,NA,Official data,232590,1558100
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2016,2016,NA,Official data,207740,1404980
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2017,2017,NA,Official data,204100,1328340
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2018,2018,NA,Official data,198170,1367968
QCL,Crops and livestock products,9,Argentina,27,"Rice, paddy",2019,2019,NA,Official data,183285,1189866
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1961,1961,NA,Official data,980,957
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1962,1962,NA,Official data,9649,11220
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1963,1963,NA,Official data,19302,18920
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1964,1964,NA,Official data,12220,14000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1965,1965,NA,Official data,16422,17000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1966,1966,NA,Official data,15689,18200
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1967,1967,NA,Official data,17290,20500
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1968,1968,NA,Official data,20200,22000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1969,1969,NA,Official data,28200,31800
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1970,1970,NA,Official data,25970,26800
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1971,1971,NA,Official data,36330,59000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1972,1972,NA,Official data,68000,78000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1973,1973,NA,Official data,157030,272000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1974,1974,NA,Official data,334440,496000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1975,1975,NA,Official data,355940,485000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1976,1976,NA,Official data,433500,695000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1977,1977,NA,Official data,660000,1400000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1978,1978,NA,Official data,1150000,2500000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1979,1979,NA,Official data,1600000,3700000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1980,1980,NA,Official data,2030000,3500000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1981,1981,NA,Official data,1880000,3770000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1982,1982,NA,Official data,1985600,4150000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1983,1983,NA,Official data,2280700,4000000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1984,1984,NA,Official data,2910000,7000000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1985,1985,NA,Official data,3269000,6500000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1986,1986,NA,Official data,3316000,7100000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1987,1987,NA,Official data,3532650,6700000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1988,1988,NA,Official data,4373200,9900000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1989,1989,NA,Official data,3931250,6500000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1990,1990,NA,Official data,4961600,10700000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1991,1991,NA,Official data,4774500,10862000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1992,1992,NA,Official data,4935710,11310000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1993,1993,NA,Official data,5116235,11045400
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1994,1994,NA,Official data,5748910,11719900
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1995,1995,NA,Official data,5934160,12133000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1996,1996,NA,Official data,5913415,12448200
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1997,1997,NA,Official data,6393780,11004890
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1998,1998,NA,Official data,6954120,18732172
QCL,Crops and livestock products,9,Argentina,236,Soybeans,1999,1999,NA,Official data,8180000,20000000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2000,2000,NA,Official data,8637503,20135800
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2001,2001,NA,Official data,10400193,26880852
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2002,2002,NA,Official data,11405247,30000000
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2003,2003,NA,Official data,12419995,34818552
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2004,2004,NA,Official data,14304539,31576752
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2005,2005,NA,Official data,14032198,38289744
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2006,2006,NA,Official data,15130038,40537364
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2007,2007,NA,Official data,15981264,47482784
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2008,2008,NA,Official data,16387438,46238088
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2009,2009,NA,Official data,16771003,30993380
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2010,2010,NA,Official data,18130800,52675464
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2011,2011,NA,Official data,18764850,48888536
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2012,2012,NA,Official data,17577320,40100196
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2013,2013,NA,Official data,19418824,49306200
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2014,2014,NA,Official data,19252552,53397715
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2015,2015,NA,Official data,19352115,61446556
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2016,2016,NA,Official data,19504648,58799258
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2017,2017,NA,Official data,17335102,54971626
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2018,2018,NA,Official data,16318060,37787927
QCL,Crops and livestock products,9,Argentina,236,Soybeans,2019,2019,NA,Official data,16575887,55263891
QCL,Crops and livestock products,9,Argentina,15,Wheat,1961,1961,NA,Official data,4420900,5725000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1962,1962,NA,Official data,3744700,5700000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1963,1963,NA,Official data,5676000,8940000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1964,1964,NA,Official data,6135400,11260000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1965,1965,NA,Official data,4601200,6079000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1966,1966,NA,Official data,5213600,6247000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1967,1967,NA,Official data,5811600,7320000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1968,1968,NA,Official data,5837200,5740000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1969,1969,NA,Official data,5191300,7020000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1970,1970,NA,Official data,3700800,4920000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1971,1971,NA,Official data,4294640,5440000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1972,1972,NA,Official data,4965100,7900000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1973,1973,NA,Official data,3957900,6560000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1974,1974,NA,Official data,4233000,5970000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1975,1975,NA,Official data,5270600,8570000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1976,1976,NA,Official data,6794900,11582000
QCL,Crops and livestock products,9,Argentina,15,Wheat,1977,1977,NA,Official data,4153000,5653100
QCL,Crops and livestock products,9,Argentina,15,Wheat,1978,1978,NA,Official data,4868600,8469400
QCL,Crops and livestock products,9,Argentina,15,Wheat,1979,1979,NA,Official data,4911800,8317800
QCL,Crops and livestock products,9,Argentina,15,Wheat,1980,1980,NA,Official data,5113400,7974700
QCL,Crops and livestock products,9,Argentina,15,Wheat,1981,1981,NA,Official data,5972300,8369600
QCL,Crops and livestock products,9,Argentina,15,Wheat,1982,1982,NA,Official data,7364200,15097700
QCL,Crops and livestock products,9,Argentina,15,Wheat,1983,1983,NA,Official data,7123800,13111400
QCL,Crops and livestock products,9,Argentina,15,Wheat,1984,1984,NA,Official data,5929800,13678600
QCL,Crops and livestock products,9,Argentina,15,Wheat,1985,1985,NA,Official data,5404300,8742800
QCL,Crops and livestock products,9,Argentina,15,Wheat,1986,1986,NA,Official data,4914100,8756500
QCL,Crops and livestock products,9,Argentina,15,Wheat,1987,1987,NA,Official data,4828900,9101200
QCL,Crops and livestock products,9,Argentina,15,Wheat,1988,1988,NA,Official data,4686615,8596900
QCL,Crops and livestock products,9,Argentina,15,Wheat,1989,1989,NA,Official data,5307274,10055700
QCL,Crops and livestock products,9,Argentina,15,Wheat,1990,1990,NA,Official data,5307274,10055700
QCL,Crops and livestock products,9,Argentina,15,Wheat,1991,1991,NA,Official data,5817300,11036600
QCL,Crops and livestock products,9,Argentina,15,Wheat,1992,1992,NA,Official data,4584550,9998500
QCL,Crops and livestock products,9,Argentina,15,Wheat,1993,1993,NA,Official data,4295200,9995900
QCL,Crops and livestock products,9,Argentina,15,Wheat,1994,1994,NA,Official data,4811300,9736500
QCL,Crops and livestock products,9,Argentina,15,Wheat,1995,1995,NA,Official data,5262580,11406460
QCL,Crops and livestock products,9,Argentina,15,Wheat,1996,1996,NA,Official data,4932950,9542315
QCL,Crops and livestock products,9,Argentina,15,Wheat,1997,1997,NA,Official data,7182040,16106700
QCL,Crops and livestock products,9,Argentina,15,Wheat,1998,1998,NA,Official data,5783030,15086820
QCL,Crops and livestock products,9,Argentina,15,Wheat,1999,1999,NA,Official data,5471860,12600600
QCL,Crops and livestock products,9,Argentina,15,Wheat,2000,2000,NA,Official data,6222980,15478660
QCL,Crops and livestock products,9,Argentina,15,Wheat,2001,2001,NA,Official data,6475695,16146620
QCL,Crops and livestock products,9,Argentina,15,Wheat,2002,2002,NA,Official data,6887970,15427820
QCL,Crops and livestock products,9,Argentina,15,Wheat,2003,2003,NA,Official data,6089630,12399040
QCL,Crops and livestock products,9,Argentina,15,Wheat,2004,2004,NA,Official data,5782072,14710175
QCL,Crops and livestock products,9,Argentina,15,Wheat,2005,2005,NA,Official data,6123570,16139170
QCL,Crops and livestock products,9,Argentina,15,Wheat,2006,2006,NA,Official data,5028140,12721976
QCL,Crops and livestock products,9,Argentina,15,Wheat,2007,2007,NA,Official data,5589230,14662945
QCL,Crops and livestock products,9,Argentina,15,Wheat,2008,2008,NA,Official data,5831684,16486532
QCL,Crops and livestock products,9,Argentina,15,Wheat,2009,2009,NA,Official data,4334780,8508156
QCL,Crops and livestock products,9,Argentina,15,Wheat,2010,2010,NA,Official data,3325457,9016373
QCL,Crops and livestock products,9,Argentina,15,Wheat,2011,2011,NA,Official data,4582575,16067929
QCL,Crops and livestock products,9,Argentina,15,Wheat,2012,2012,NA,Official data,4560213,14683475
QCL,Crops and livestock products,9,Argentina,15,Wheat,2013,2013,NA,Official data,3060199,8134409
QCL,Crops and livestock products,9,Argentina,15,Wheat,2014,2014,NA,Official data,3451785,9188339
QCL,Crops and livestock products,9,Argentina,15,Wheat,2015,2015,NA,Official data,4957300,13930078
QCL,Crops and livestock products,9,Argentina,15,Wheat,2016,2016,NA,Official data,3953102,11314952
QCL,Crops and livestock products,9,Argentina,15,Wheat,2017,2017,NA,Official data,5566385,18395106
QCL,Crops and livestock products,9,Argentina,15,Wheat,2018,2018,NA,Official data,5822173,18518045
QCL,Crops and livestock products,9,Argentina,15,Wheat,2019,2019,NA,Official data,6050953,19459727
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1961,1961,NA,Official data,207030,258800
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1962,1962,NA,Official data,213560,264800
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1963,1963,NA,Official data,218000,270500
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1964,1964,NA,Official data,220000,200000
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1965,1965,NA,Official data,214000,277100
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1966,1966,NA,Official data,203200,268600
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1967,1967,NA,Official data,210000,277700
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1968,1968,NA,Official data,217400,287500
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1969,1969,NA,Official data,219400,290300
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1970,1970,NA,Official data,221100,285700
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1971,1971,NA,Official data,227500,296600
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1972,1972,NA,Official data,214500,268500
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1973,1973,NA,Official data,215186,275825
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1974,1974,NA,Official data,219485,276660
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1975,1975,NA,Official data,230250,305000
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1976,1976,NA,Official data,221480,338170
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1977,1977,NA,Official data,241540,304715
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1978,1978,NA,Official data,259230,337370
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1979,1979,NA,Official data,277930,378045
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1980,1980,NA,Official data,293480,383365
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1981,1981,NA,Official data,313110,503710
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1982,1982,NA,Official data,285780,449605
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1983,1983,NA,Official data,260844,337190
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1984,1984,NA,Official data,321731,496612
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1985,1985,NA,Official data,348929,553938
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1986,1986,NA,Official data,294000,457300
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1987,1987,NA,Official data,302100,480694
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1988,1988,NA,Official data,293360,445570
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1989,1989,NA,Official data,278988,400444
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1990,1990,NA,Official data,234696,390952
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1991,1991,NA,Official data,281129,429713
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1992,1992,NA,Official data,287140,503481
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1993,1993,NA,Official data,287830,537025
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1994,1994,NA,Official data,272567,493533
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1995,1995,NA,Official data,278228,515439
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1996,1996,NA,Official data,276721,498414
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1997,1997,NA,Official data,236200,355718
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1998,1998,NA,Official data,263633,479601
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,1999,1999,NA,Official data,277281,488606
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,2000,2000,NA,Official data,307292,653271
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,2001,2001,NA,Official data,306118,677829
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,2002,2002,NA,Official data,310465,672772
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,2003,2003,NA,Official data,295509,691643
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,2004,2004,NA,Official data,313849,538091
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,2005,2005,NA,Official data,337779,738352
QCL,Crops and livestock products,19,Bolivia (Plurinational State of),56,Maize,2006,2006,NA,Official data,343080,894436
